species,file,sequence,start,end,strand,gene,coverage,coverage_map,gaps,coverage_pec,identity_perc,database,accession,product,resistance,record
K. pneumoniae 125M3,genome41.fasta,NODE_2_length_250669_cov_7.394509,163363,164556,-,Klebsiella_pneumoniae_acrA,1-1197/1197,========/======,2/3,99.75,97.74,card,AJ318073.1:793-1990,AcrA is a subunit of the AcrAB multidrug efflux system that in K. pneumoniae which is encoded by the acrRAB operon.,cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_37_length_53709_cov_5.390561,25276,25638,+,Klebsiella_pneumoniae_KpnE,1-363/363,===============,0/0,100.0,99.45,card,AP006725.1:2483889-2484252,KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan,aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_37_length_53709_cov_5.390561,25625,25954,+,Klebsiella_pneumoniae_KpnF,1-330/330,===============,0/0,100.0,100.0,card,AP006725.1:2484238-2484568,KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.,aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_38_length_53059_cov_5.345884,7160,8020,-,SHV-182,1-861/861,===============,0/0,100.0,99.88,card,KP050489:0-861,From the Lahey list of beta-lactamases.,carbapenem;cephalosporin;penam,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_38_length_53059_cov_5.345884,28129,28497,-,marA,1-369/384,===============,0/0,96.09,81.57,card,AP009048.1:1621287-1621671,In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.,carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_44_length_43061_cov_24.463410,2957,3838,-,KPC-1,1-882/882,===============,0/0,100.0,100.0,card,AY034847:5-887,KPC-2 is a beta-lactamase found in Klebsiella pneumoniae and Pseudomonas aeruginosa.,carbapenem;cephalosporin;monobactam;penam,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_44_length_43061_cov_24.463410,42149,42673,+,SAT-1,1-525/525,===============,0/0,100.0,100.0,card,AB211124:0-525,SAT-2 is a plasmid-mediated streptothricin acetyltransferase which confers resistance to streptothricin a nucleoside antibiotic. Originally described from an E. coli plasmid sequence by Heim et al. 1989.,nucleoside,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_46_length_35328_cov_6.135996,12697,13409,-,baeR,1-713/723,===============,0/0,98.62,81.35,card,AP009048.1:2166412-2167135,BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.,aminocoumarin;aminoglycoside,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_46_length_35328_cov_6.135996,16298,19375,-,mdtC,1-3078/3078,===============,0/0,100.0,81.61,card,U00096:2158385-2161463,MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.,aminocoumarin,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_46_length_35328_cov_6.135996,19376,22498,-,mdtB,1-3123/3123,========/======,2/4,99.94,81.28,card,U00096:2155262-2158385,MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.,aminocoumarin,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_48_length_33614_cov_8.051917,19147,19566,-,FosA6,1-420/420,===============,0/0,100.0,98.81,card,KU254579.1:59421-59841,fosA6 is a plasmid-encoded enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.,fosfomycin,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_5_length_203759_cov_8.152661,187853,188485,-,CRP,1-633/633,===============,0/0,100.0,88.15,card,AP009048.1:4154296-4153663,CRP is a global regulator that represses MdtEF multidrug efflux pump expression.,fluoroquinolone;macrolide;penam,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_66_length_8666_cov_10.156648,759,1972,+,floR,1-1214/1215,===============,0/0,99.92,86.82,card,AF231986:3307-4522,floR is a plasmid or chromosome-encoded chloramphenicol exporter that is found in Bordetella bronchiseptica Escherichia coli Klebsiella pneumoniae Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 and Vibrio cholerae,phenicol,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_66_length_8666_cov_10.156648,2910,4085,+,tet(G),1-1176/1176,===============,0/0,100.0,92.77,card,AF133139:0-1176,TetG is a tetracycline efflux protein found in Gram-negative bacteria. The encoding gene is found in both chromosomal and plasmid DNA where it is frequently linked to the floR sul1 and cmlA9 genes which encode proteins that can confer florfenicol/chloramphenicol sulfamethoxazole and chloramphenicol resistance respectively.,tetracycline,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_66_length_8666_cov_10.156648,7790,8545,-,rmtB,1-756/756,===============,0/0,100.0,100.0,card,AM886293.1:116479-117235,RmtB is a 16S rRNA methyltransferase that targets mature or nearly mature 30S subunits. It transfers a methyl group from S-adenosyl-L-methionine to N7-G1405 of the 16S rRNA an aminoglycoside binding site.,aminoglycoside,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_67_length_8482_cov_11.180961,699,1604,-,Erm(42),1-906/906,===============,0/0,100.0,99.67,card,FR734406:0-906,Erm42 confers MLSb phenotype in Pasteurella multocida,lincosamide;macrolide;streptogramin,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_69_length_6794_cov_8.710082,5721,6626,-,mphA,1-906/906,===============,0/0,100.0,100.0,card,D16251.1:2531-1625,The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.,macrolide,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_72_length_5871_cov_10.453049,133,993,+,AAC(3)-IId,1-861/861,===============,0/0,100.0,99.88,card,EU022314.1:0-861,AAC(3)-IId is a plasmid-encoded aminoglycoside acetyltransferase in E. coli,aminoglycoside,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_73_length_5711_cov_8.860834,323,982,+,catI,1-660/660,===============,0/0,100.0,99.85,card,V00622:243-903,catI is a chromosome and transposon-encoded variant of the cat gene found in Escherichia coli and Acinetobacter baumannii,phenicol,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_78_length_4110_cov_21.636250,1381,1878,+,dfrA12,1-498/498,===============,0/0,100.0,100.0,card,GU585907.1:22103-21605,dfrA12 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae,diaminopyrimidine,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_78_length_4110_cov_21.636250,2298,3077,+,aadA2,1-780/780,===============,0/0,100.0,99.87,card,AF156486:5012-5792,aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.,aminoglycoside,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_87_length_1474_cov_12.645264,2,877,-,CTX-M-14,1-876/876,===============,0/0,100.0,100.0,card,AF252622:1740-2616,CTX-M-14 is a beta-lactamase found in the Enterobacteriaceae family,cephalosporin,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_8_length_165805_cov_5.620297,104331,104735,+,H-NS,1-405/414,===============,0/0,97.83,87.16,card,BA000007.3:1738104-1737690,H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.,cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_91_length_1236_cov_9.862797,186,999,+,APH(3')-Ia,1-814/816,===============,0/0,99.75,99.39,card,BX664015.1:103833-103017,APH(3')-Ia is a transposon-encoded aminoglycoside phosphotransferase in E. coli and S. enterica. It is identical at the protein sequence to APH(3')-Ic an aminoglycoside phosphotransferase encoded by plasmids transposons and genomic islands in K. pneumoniae A. baumannii S. marcescens Corynebacterium spp. Photobacterium spp. and Citrobacter spp.,aminoglycoside,125M3
K. pneumoniae 125M3,genome41.fasta,NODE_95_length_1105_cov_28.927435,112,972,-,TEM-1,1-861/861,===============,0/0,100.0,99.88,card,AL513383:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.,cephalosporin;monobactam;penam;penem,125M3
R. mannitolilytica 547A,genome12.fasta,NODE_2_length_648874_cov_20.603172,489772,490599,-,OXA-443,1-828/828,===============,0/0,100.0,100.0,card,CM009147.1:669855-670683,Assigned by Lahey's list of beta-lactamases no accessions or other information available,cephalosporin;penam,547A
R. mannitolilytica 547A,genome12.fasta,NODE_5_length_367447_cov_19.894560,247400,248215,-,OXA-444,1-816/816,===============,0/0,100.0,100.0,card,LC030179.1:0-816,Assigned by Lahey's list of beta-lactamases no accessions or other information available,cephalosporin;penam,547A
R. mannitolilytica 547A,genome12.fasta,NODE_8_length_281155_cov_19.029507,157805,160885,+,ceoB,1-3081/3084,========/======,21/40,99.25,80.72,card,U97042:1263-4347,ceoB is a cytoplasmic membrane component of the CeoAB-OpcM efflux pump,aminoglycoside;fluoroquinolone,547A
K. pneumoniae 508B,genome36.fasta,NODE_10_length_155140_cov_13.639902,26991,27851,-,SHV-182,1-861/861,===============,0/0,100.0,99.88,card,KP050489:0-861,From the Lahey list of beta-lactamases.,carbapenem;cephalosporin;penam,508B
K. pneumoniae 508B,genome36.fasta,NODE_10_length_155140_cov_13.639902,47951,48319,-,marA,1-369/384,===============,0/0,96.09,81.57,card,AP009048.1:1621287-1621671,In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.,carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan,508B
K. pneumoniae 508B,genome36.fasta,NODE_12_length_145577_cov_13.090007,140242,140646,+,H-NS,1-405/414,===============,0/0,97.83,87.16,card,BA000007.3:1738104-1737690,H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.,cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline,508B
K. pneumoniae 508B,genome36.fasta,NODE_13_length_139421_cov_12.661209,126999,127361,+,Klebsiella_pneumoniae_KpnE,1-363/363,===============,0/0,100.0,99.45,card,AP006725.1:2483889-2484252,KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan,aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline,508B
K. pneumoniae 508B,genome36.fasta,NODE_13_length_139421_cov_12.661209,127348,127677,+,Klebsiella_pneumoniae_KpnF,1-330/330,===============,0/0,100.0,100.0,card,AP006725.1:2484238-2484568,KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.,aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline,508B
K. pneumoniae 508B,genome36.fasta,NODE_15_length_136795_cov_22.099162,128902,129717,+,sul2,1-816/816,===============,0/0,100.0,100.0,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.,sulfonamide,508B
K. pneumoniae 508B,genome36.fasta,NODE_20_length_102837_cov_14.135539,64998,65710,-,baeR,1-713/723,===============,0/0,98.62,81.63,card,AP009048.1:2166412-2167135,BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.,aminocoumarin;aminoglycoside,508B
K. pneumoniae 508B,genome36.fasta,NODE_20_length_102837_cov_14.135539,68599,71676,-,mdtC,1-3078/3078,===============,0/0,100.0,81.81,card,U00096:2158385-2161463,MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.,aminocoumarin,508B
K. pneumoniae 508B,genome36.fasta,NODE_20_length_102837_cov_14.135539,71677,74799,-,mdtB,1-3123/3123,========/======,2/4,99.94,81.25,card,U00096:2155262-2158385,MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.,aminocoumarin,508B
K. pneumoniae 508B,genome36.fasta,NODE_23_length_99473_cov_16.895858,42202,43568,+,cpxA,1-1367/1374,===============,0/0,99.49,82.08,card,BA000007.3:4905062-4903688,CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.,aminocoumarin;aminoglycoside,508B
K. pneumoniae 508B,genome36.fasta,NODE_29_length_84739_cov_16.065099,70312,70731,-,FosA6,1-420/420,===============,0/0,100.0,98.81,card,KU254579.1:59421-59841,fosA6 is a plasmid-encoded enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.,fosfomycin,508B
K. pneumoniae 508B,genome36.fasta,NODE_30_length_75278_cov_16.438859,43164,46316,-,oqxB,1-3153/3153,===============,0/0,100.0,100.0,card,EU370913.1:47850-51003,RND efflux pump conferring resistance to fluoroquinolone,diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline,508B
K. pneumoniae 508B,genome36.fasta,NODE_30_length_75278_cov_16.438859,46340,47515,-,oqxA,1-1176/1176,===============,0/0,100.0,100.0,card,EU370913.1:46651-47827,RND efflux pump conferring resistance to fluoroquinolone,diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline,508B
K. pneumoniae 508B,genome36.fasta,NODE_34_length_63067_cov_25.930044,57167,57823,-,QnrS1,1-657/657,===============,0/0,100.0,100.0,card,DQ485529.1:0-657,QnrS1 is a plasmid-mediated quinolone resistance protein found in Shigella flexneri,fluoroquinolone,508B
K. pneumoniae 508B,genome36.fasta,NODE_34_length_63067_cov_25.930044,59420,60277,-,LAP-2,1-858/858,===============,0/0,100.0,100.0,card,EU159120.1:0-858,LAP-2 is an Ambler Class A beta-lactamase gene conferring resistance to quinolones.,aminoglycoside;fluoroquinolone;rifamycin;tetracycline,508B
K. pneumoniae 508B,genome36.fasta,NODE_36_length_58728_cov_14.760392,50300,50653,+,ramA,21-375/375,========/======,1/1,94.4,81.41,card,JQ727668:0-375,RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.,carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan,508B
